label,name
Location Name,beaumont urgent care taylor
Location Name,norton childrens pulmonology brownsboro
Location Name,beaumont pediatric cardiology troy
Location Name,baptist health urgent care taylorsville road
Location Name,marshall r wickens do
Location Name,cooley dickinson medical group plastic surgery
Location Name,spectrum health hospital betty ford breast care service at blodgett hospital
Location Name,wellspan dr roy a himelfarb surgery center
Location Name,grandville pediatric dentistry
Location Name,advanced radiology service holland
Location Name,unitypoint clinic pediatrics fort dodge
Location Name,geisinger mount pocono lab
Location Name,magee general hospital
Location Name,primary childrens hospital bone marrow transplant
Location Name,norton cancer institute brownsboro
Location Name,beaumont cardiovascular surgery royal oak
Location Name,christus st michael health system
Location Name,lakeland hospital st joseph
Location Name,neurologic and headache clinic
Location Name,baystate employee health service medical office building
Location Name,hospital menonita ponce
Location Name,summa health medical group plastic and reconstructive surgery
Location Name,physical therapy and sport medicine in lebanon operated by atrium medical center
Location Name,hshs medical group occupational health ofallon
Location Name,st michaels medical hospital llc
Location Name,doylestown health the pavilion
Location Name,spectrum health hospital lab at integrated care campus at 426 michigan st
Location Name,intermountain cancer center utah valley
Location Name,wellspan dixon foundation health center
Location Name,pine rest psychiatric consult grand rapid
Location Name,van wert county hospital
Location Name,health and wellness center
Location Name,seven hills behavioral institute
Location Name,mahnomen health center
Location Name,primary childrens hospital pediatric surgery
Location Name,central maine family healthcare associate
Location Name,usf south tampa center division of vascular surgery
Location Name,corewell health dearborn hospital cardiac rehabilitation center 22060 beech st
Location Name,providence safeway foundation breast center portland
Location Name,huntsville memorial hospital
Location Name,osf pain and spine center
Location Name,unitypoint health de moines cardiology ankeny
Location Name,laguna honda hospital rehabilitation center
Location Name,novant health huntersville medical center
Location Name,ascension st vincent warrick
Location Name,providence laboratory and radiology medford
Location Name,ochsner christus pulmonology clinic
Location Name,bellin health oconto hospital
Location Name,upper valley family medicine at uvmc outpatient care center north
Location Name,adena regional medical center west entrance
Location Name,ottawa childrens dentistry
Location Name,saint luke hospital maternalfetal medicine specialistslees summit
Location Name,usf health physician group
Location Name,south dayton family physician
Location Name,norton community medical associate mallard creek
Location Name,ranken jordan pediatric bridge hospital
Location Name,urology associate pc grand rapid
Location Name,allina united hospital
Location Name,jacob curtis center fall river
Location Name,einstein geriatrics at klein 300 ms
Location Name,norton surgical specialist louisville general surgery angies way
Location Name,primary childrens hospital car seat check
Location Name,unitypoint health st luke breast and bone health westdale
Location Name,salt lake clinic imaging service
Location Name,linda floyd district specialist hueytown
Location Name,grand junction physical medicine rehabilitation clinic
Location Name,phillips county hospital
Location Name,christus st vincent metabolic and joint health specialist
Location Name,st joseph health medical group sonoma petaluma internal medicine
Location Name,corewell health center for human development 30503 greenfield rd
Location Name,emory decatur hospital
Location Name,layton parkway clinic foot ankle
Location Name,mental health institute
Location Name,usf health department of obstetrics and gynecology division of maternal fetal medicine
Location Name,osf healthcare medical group
Location Name,unitypoint health trinity bettendorf emergency department
Location Name,pain medicine procedural unit
Location Name,jackson hospital clinic inc
Location Name,rowan family medicine mt laurel an affiliate of virtua medical group
Location Name,doylestown prosthodontics inc
Location Name,corewell health william beaumont university hospital care center
Location Name,st joseph health medical group sonoma santa rosa genetic counseling
Location Name,saint luke south hospital outpatient rehabilitation
Location Name,wellspan occupational therapy
Location Name,big sky medical center
Location Name,geisinger jersey shore hospital lab
Location Name,hackensack meridian health gastroenterology edgewater
Location Name,usf family medicine department
Location Name,omega hospital llc
Location Name,oklahoma center for orthopaedic multisp
Location Name,ochsner scott regional
Location Name,nslij hs southside hospital
Location Name,wellspan ent hearing service ephrata
Location Name,helen devos childrens hospital adolescent medicine
Location Name,mymichigan medical center alpena
Location Name,shmg outpatient rehabilitation caledonia
Location Name,framingham hospital
Location Name,va salt lake city healthcare george e wahlen va medical center
Location Name,norwalk dermatology clinic
Location Name,randall west presbyterian institute at north dartmouth
Location Name,honorhealth urgent care phoenix east bell road
Location Name,usf division of pediatric hematology oncology
Location Name,corewell health big rapid hospital radiology canadian lake
Location Name,outpatient surgery at miami valley hospital south campus
Location Name,wellspan fertility care
Location Name,caritas clinic
Location Name,alta view clinic pulmonary
Location Name,wellspan cardiovascular surgery chambersburg
Location Name,christopher kardesis md sc
Location Name,doylestown health cardiology warrington
Location Name,munson healthcare home health and hospice grayling
Location Name,midwest occupational medicine
Location Name,mgh chelsea healthcare center
Location Name,providence anticoagulation clinic hood river closed
Location Name,st jude heritage yorba linda dermatology
Location Name,swedish renton primary care
Location Name,duke health raleigh hospital
Location Name,budge clinic imaging center
Location Name,childrens nebraska hospital
Location Name,va s arizona healthcare system
Location Name,intermountain heart institute cardiology intermountain medical center
Location Name,warren memorial hospital
Location Name,honorhealth medical group west bell road primary care
Location Name,physical therapy rehabilitation draper clinic
Location Name,wellspan lab service good samaritan hospital
Location Name,west end medical building lab
Location Name,the pediatric group at upper valley medical center
Location Name,corewell health william beaumont university hospital mammography 35046 woodward ave
Location Name,lifestages center for woman at miami valley health center huber height
Location Name,smith center for foot ankle care
Location Name,honorhealth heart and lung surgical group deer valley
Location Name,intermountain tooele valley dialysis
Location Name,swedish otolaryngology issaquah
Location Name,corewell health farmington hill hospital vascular imaging 39000 w 7 mile rd
Location Name,m health fairview spine and neurosurgery edina
Location Name,chi health lakeside
Location Name,warm spring clinic cardiology
Location Name,premier blood and cancer center at upper valley medical center
Location Name,wellspan asper health center
Location Name,spectrum health medical group ct at 4100 lake dr
Location Name,haleyville regional pharmacy
Location Name,advanced reproductive center
Location Name,spanish fork clinic family medicine
Location Name,adena health center jackson pediatrics
Location Name,primary childrens outpatient information desk
Location Name,corewell health reed city hospital emergency department
Location Name,endocrine center
Location Name,care center
Location Name,saint luke hospital pain management clinic
Location Name,corewell health southfield center
Location Name,unitypoint clinic surgery ankeny
Location Name,beaumont urgent care novi
Location Name,middlesboro arh hospital
Location Name,loma linda university childrens hospital
Location Name,bellin health oconto
Location Name,salt lake clinic internal medicine
Location Name,baystate primary care feeding hill
Location Name,christus hwc
Location Name,cooley dickinson hospital blood draw lab
Location Name,osf little company of mary diagnostic imaging outpatient lab
Location Name,cape cod hospital
Location Name,st george regional hospital river road emergency service
Location Name,wabash general hospital 1
Location Name,tristate memorial hospital
Location Name,touchstone imaging wheat ridge
Location Name,providence express care interstate
Location Name,taylorsville clinic dermatology
Location Name,hand and reconstructive surgeon and associate at miami valley hospital south campus
Location Name,hca florida fort waltondestin hospital
Location Name,midwest pulmonary critical care sleep consultant llc
Location Name,todd bryant memorial hospital hueytown
Location Name,bellin health pulaski
Location Name,beaumont family medicine belleville
Location Name,encino womens imaging center
Location Name,corewell health grand rapid hospital surgery 4069 lake dr se
Location Name,childrens physician dundee
Location Name,lisa velasquez state supportive and palliative care jackson
Location Name,wentworth health partner bellamy health center
Location Name,winship at emory buford clinic
Location Name,tgh urgent care powered by fast track north dale mabry
Location Name,norton childrens infusion center novak center
Location Name,middletown cardiology associate in lebanon
Location Name,mckaydee foot and ankle clinic
Location Name,bca stonecrest center
Location Name,baystate behavioral health child outpatient
Location Name,spectrum health hospital butterworth endoscopy
Location Name,norton community medical associate tyler retail village
Location Name,shmg outpatient rehabilitation hdvch cpsb
Location Name,delta clinic physical medicine rehabilitation
Location Name,wentworth health partner great bay family practice
Location Name,norton gastroenterology consultant of louisville st matthew
Location Name,providence hospital outpatient infusion clinic seaside
Location Name,premier occupational health in miamisburg
Location Name,corewell health taylor hospital physical medicine rehabilitation
Location Name,university of ks hlth system great bend campus
Location Name,christus coushatta dental clinic
Location Name,corewell health family internal and pediatric medicine ada
Location Name,mental health services for clark and madison cos
Location Name,providence rehabilitation therapy ellendale
Location Name,sparrow hospital
Location Name,byrd regional hospital
Location Name,honorhealth cancer care comprehensive breast center of arizona avondale
Location Name,spectrum health hospital lab at 4444 kalamazoo ave
Location Name,south lincoln medical center cah
Location Name,hunt regional medical center
Location Name,lichtenstein amid hernia clinic
Location Name,providence urgent care walla walla
Location Name,unitypoint clinic family medicine mount vernon
Location Name,speare memorial hospital
Location Name,catawba hospital
Location Name,life geisinger kulpmont
Location Name,pekin memorial hospital
Location Name,medstar good samaritan hospital
Location Name,princeton foot ankle clinic
Location Name,centra bedford memorial hospital
Location Name,st joseph health medical group sonoma petaluma pediatrics
Location Name,eastern iowa sleep center
Location Name,norton childrens stroke clinic novak center
Location Name,hurricane valley instacare
Location Name,summa health chapel hill medical center endocrinology
Location Name,corewell health gerber hospital cancer care center oak st
Location Name,saint josephs hospital of atlanta inc
Location Name,cassia regional hospital speech pathology
Location Name,lee memorial hospital
Location Name,bellin health algoma
Location Name,riverton respiratory outpatient clinic
Location Name,central maine heart associate lewiston
Location Name,providence home medical equipment salem
Location Name,providence imaging and breast center
Location Name,baptist health medical group cardiology new albany
Location Name,englewood center
Location Name,cedar city hospital northfield cafe
Location Name,providence anticoagulation clinic monroe
Location Name,swedish express care at walgreens rainier ave
Location Name,adena regional medical center cardiology
Location Name,usf division of pulmonary critical care and sleep medicine
Location Name,usf health department of urology 13330 usf laurel drive
Location Name,mercy hospital oklahoma city inc
Location Name,geisinger ophthalmology shamokin
Location Name,lincoln county hospital
Location Name,norton cancer institute radiation center madison
Location Name,corewell health southwestern medical primary care buchanan
Location Name,honorhealth heart care east mesa
Location Name,newtonwellesley imaging wellesley
Location Name,hackensack meridian health orthopedics neptune
Location Name,geisinger taylor lab
Location Name,west la behavioral health
Location Name,morgan county arh home health agency
Location Name,swedish endocrinology first hill
Location Name,metro infectious disease consultant llc
Location Name,st francis hospital medical center
Location Name,adena urgent care western ave
Location Name,mid hudson forensic psychiatric ctr
Location Name,intermountain medical center medical library
Location Name,fx physical therapy severna park office
Location Name,unitypoint clinic pediatrics bettendorf
Location Name,honorhealth outpatient therapy avondale
Location Name,intermountain medical center cancer education center
Location Name,west anaheim medical center
Location Name,norton childrens neuroscience institute paducah
Location Name,beaumont heart health center farmington hill
Location Name,honorhealth medical group west union hill primary care
Location Name,norton heart vascular institute vascular surgery clark
Location Name,scl health heart vascular institute wheat ridge cardiac thoracic surgery
Location Name,emory at tucker primary care 1462 montreal road
Location Name,vcu health tappahannock hospital
Location Name,emory at lagrange davis road
Location Name,wellspan pharmacy at wellspan york hospital
Location Name,alta view hospital financial assistance
Location Name,eagle butte indian health service hospital
Location Name,shmg orthopedic oncology
Location Name,mckaydee hospital gift shop
Location Name,providence medical group eagle point
Location Name,spectrum health united hospital respiratorypulmonary
Location Name,hshs medical group pulmonology specialty clinic greenville
Location Name,northwest medical center
Location Name,corewell health william beaumont university hospital physical therapy 8545 common rd
Location Name,danbury hospital
Location Name,cedar city instacare
Location Name,mccurtain memorial hospital
Location Name,norton heart vascular institute vascular surgery dixie
Location Name,helen devos childrens hospital emergency department
Location Name,corewell health executive physicals grand rapid
Location Name,community memorial hospital medical center
Location Name,st clair medical group thoracic surgery
Location Name,wellspan imaging myerstown
Location Name,highland arh cardiac rehab
Location Name,terrebonne general medical center parish
Location Name,honorhealth heart care advanced heart disease deer valley
Location Name,spaulding rehabilitation outpatient center cape ann
Location Name,west michigan geriatric associate
Location Name,ahp grand rapid hospital campus
Location Name,tosh sport nutrition
Location Name,scl health medical group community foot ankle clinic
Location Name,bldg 5 jl sorenson patient tower
Location Name,crozer chester medical center
Location Name,hca florida kendall hospital
Location Name,shmg rheumatology grand haven
Location Name,cox barton county therapy service
Location Name,graham hospital association
Location Name,plainview hospital
Location Name,salina surgical hospital
Location Name,providence pulmonology medford
Location Name,tgmg obstetrics gynecology county line road
Location Name,inova loudoun hospital
Location Name,mckaydee hospital cardiac fitness institute
Location Name,coxhealth regional sleep disorder center
Location Name,emory at covington hospital drive
Location Name,beaumont plastic reconstructive surgery grosse pointe
Location Name,corewell health gerber hospital obstetrics and gynecology
Location Name,layton clinic draw station
Location Name,childrens physician creighton
Location Name,swedish express care at walgreens seattle broadway
Location Name,scl health medical group billing gastroenterology
Location Name,bothwell regional health center
Location Name,providence st joseph medical center
Location Name,christus kid clinic
Location Name,atlantic general hospital
Location Name,adena regional medical center
Location Name,hackensack meridian health urogynecology neptune
Location Name,mahaska health partnership
Location Name,corewell health orthopedic center 2770 e beltline ave ne
Location Name,american fork hospital mammography
Location Name,atrium health anson
Location Name,chi st alexius health dickinson
Location Name,overlake clinic
Location Name,comanche county medical center
Location Name,beckley arh hospital
Location Name,providence general surgery everett
Location Name,providence orthopedics spokane valley
Location Name,bear river clinic ent
Location Name,hackensack meridian health cardiology clark raritan road
Location Name,tgmg brandon
Location Name,beaumont endocrine center troy
Location Name,christus trinity mother france tyler medical park
Location Name,avon liver specialist
Location Name,breast imaging indian creek the university of kansa hospital
Location Name,wentworth health partner family practice dover nh
Location Name,mission heritage medical group urgent care
Location Name,st marys general hospital
Location Name,bates county memorial hospital
Location Name,doheny eye center ucla orange county
Location Name,coxhealth work injury therapy clinic
Location Name,hudson hospital
Location Name,logan regional hospital sport performance training
Location Name,cmca topsham care center
Location Name,summa western reserve hospital
Location Name,pennsylvania psychiatric institute
Location Name,apple hill medical center
Location Name,saint luke ear nose throat specialistsnorth
Location Name,hamilton center inc
Location Name,george c grape community hospital
Location Name,m health fairview vascular clinic woodbury
Location Name,helen devos childrens hospital bone marrow transplant bmt
Location Name,amber reyes district specialist of shelton
Location Name,physical therapy and sport medicine at miami valley hospital south campus
Location Name,providence travel medicine clinic olympia
Location Name,gloria brown pharmacy wetumpka
Location Name,ut health east texas tyler regional hospital
Location Name,park center inc
Location Name,honorhealth heart care mckellips
Location Name,st charles surgical hospital
Location Name,kings daughters medical center
Location Name,m health fairview clinic elk river
Location Name,abington memorial hospital
Location Name,corewell health pediatric cardiology lakewood
Location Name,carlinville area hospital
Location Name,spectrum health womens health wellness center grand haven
Location Name,wellspan internal medicine at westbranch
Location Name,scl health medical group lafayette obgyn
Location Name,childrens physician unmc
Location Name,wellspan digestive health york
Location Name,wellspan gynecologic oncology center for health at granite run
Location Name,beaumont endocrine center st clair shore
Location Name,corewell health william beaumont university hospital neuroscience center 3555 w 13 mile rd
Location Name,providence st mary home health walla walla
Location Name,usf health department of pediatrics division of genetics and metabolism
Location Name,doctors hosptal at renaissance
Location Name,spectrum health hospital radiology 9090 south rodgers court
Location Name,norton surgical specialist scottsburg
Location Name,emory at decatur thoracic surgery
Location Name,aurora behavioral healthcaresanta rosa llc
Location Name,einstein neuro surgery at collegeville
Location Name,swedish pulmonary rehabilitation edmonds
Location Name,meagan watkins state dialysis center at mobile
Location Name,holladay clinic allergy
Location Name,scl health medical group lewistown
Location Name,saint joseph hospital foundation
Location Name,summa health medical group surgical
Location Name,summa health green medical center plastic and reconstructive surgery
Location Name,mayo clinic
Location Name,university hospitals samaritan medical center
Location Name,clinical pharmacy bayfront
Location Name,primary childrens center for safe healthy family
Location Name,corewell health william beaumont university hospital ped infectious disease 3535 w 13 mile rd
Location Name,premier health urgent care beavercreek
Location Name,corewell health grand rapid hospital audiology balance center 2750 e beltline ave ne
Location Name,88th medical group wrightpatterson afb
Location Name,green valley ranch clinic orthopedics outreach
Location Name,adena jackson family practice and pediatrics
Location Name,corewell health lakeland hospital hospitalists intensivists st joseph
Location Name,shmg gastroenterology muskegon
Location Name,corewell health grand rapid hospital rehabilitation and nursing center 1226 cedar st
Location Name,norton childrens orthopedics of louisville westport plaza
Location Name,jones regional medical center emergency medicine
Location Name,kaiser foundation hospital riverside
Location Name,sartori memorial hospital inc
Location Name,wellspan endoscopy center chambersburg
Location Name,coteau des prairies health care system
Location Name,doylestown dental group
Location Name,long term covid 19 care clinic downtown
Location Name,middletown diagnostic imaging center
Location Name,franciscan health orthopedic hospital carmel
Location Name,holy cross hospital
Location Name,four winds
Location Name,christus trincare clinical laboratory
Location Name,stillwater billings clinic
Location Name,upmc mckeesport hospital
Location Name,riverside methodist hospital
Location Name,prairie cardiovascular highland
Location Name,baptist health richmond
Location Name,utah valley psychiatry and counseling tm ketamine
Location Name,lovelace medical center
Location Name,scl health medical group wheat ridge
Location Name,providence cancer centersouthern oregon
Location Name,burn wound care clinic at christus childrens
Location Name,alameda hospital
Location Name,spaulding rehabilitation hospital boston
Location Name,tewksbury health system
Location Name,ouachita county medical center
Location Name,hshs medical group occupational health wellness springfield
Location Name,three rivers medical center
Location Name,summa health system barberton campus cath and ir lab
Location Name,westpark springs llc
Location Name,st francis campus mulvane medical plaza
Location Name,american fork hospital medical record
Location Name,norton childrens congenital diaphragmatic hernia clinic novak center
Location Name,university health behavioral health recovery health service
Location Name,catalina island medical center
Location Name,norton pain management associate brownsboro
Location Name,corewell health wayne hospital internal medicine 7330 n canton center rd
Location Name,spanish fork hospital endoscopy
Location Name,spectrum health burn clinic
Location Name,coxhealth rheumatology
Location Name,premier surgical oncology in troy
Location Name,hansford county hospital
Location Name,primary childrens hospital vascular surgery
Location Name,firsthealth montgomery memorial hosp
Location Name,anna hospital corporation dba union county hospital
Location Name,spectrum health ludington hospital family medicine ludington new
Location Name,hmh orthopedic specialist of new jersey paramus
Location Name,unitypoint clinic family medicine parkersburg
Location Name,corewell health lifestyle medicine 435 ionia ave sw
Location Name,corewell health care center 4100 lake drive all of u research program
Location Name,corewell health urgent care cutlerville
Location Name,shmg urology big rapid
Location Name,oroville hospital
Location Name,providence hood river memorial hospital anticoagulation clinic
Location Name,hamilton memorial hospital
Location Name,spaulding rehabilitation outpatient center boston
Location Name,baptist health physical therapy clarksville
Location Name,norton diagnostic center jeffersonville common
Location Name,geisinger healthplex woodbine
Location Name,hmh southern ocean medical center manahawkin
Location Name,caldwell memorial hospital inc
Location Name,doylestown womens health center
Location Name,barbara kort womens imaging center
Location Name,huggins hospital
Location Name,spring grove hospital center
Location Name,homewood presbyterian cancer center
Location Name,newtonwellesley imaging walpole
Location Name,behavioral health service outpatient
Location Name,cabinet peaks medical center
Location Name,bldg 9 emergency department
Location Name,corewell health pediatric neurodevelopmental grand rapid
Location Name,salem hospital blood draw lab marblehead
Location Name,diagnostics and imaging at atrium medical center
Location Name,north ottawa medical group pediatrics
Location Name,kaiser foundation hospital panorama city
Location Name,hshs medical group pediatrics ofallon
Location Name,norton childrens heart institute campbellsville
Location Name,corizon healthcare
Location Name,providence physiatry monroe
Location Name,primary childrens hospital music therapist
Location Name,osf healthcare medical group pulmonology sleep medicine
Location Name,fall river senior care specialist
Location Name,saint luke primary carebarry road
Location Name,crockett medical center
Location Name,hilton head regional medical center
Location Name,osf medical group breast surgery
Location Name,utah valley hospital inpatient psychiatry
Location Name,utah valley hospital chaplain
Location Name,intermountain pharmacy medical art
Location Name,norton orthopedic institute downtown
Location Name,m health fairview clinic eden prairie
Location Name,west medical obgyn
Location Name,gerber memorial occupational health
Location Name,cardiovascular center
Location Name,christus good shepherd performance rehabilitation center longview
Location Name,spectrum health cardiovascular disease fellowship wyoming
Location Name,swedish otolaryngology ballard
Location Name,texas health presbyterian hospital flower mound
Location Name,beacham memorial hospital
Location Name,baylor scott and white emergency hospital
Location Name,providence laboratory at bridgeport health center tigard
Location Name,providence pulmonary and critical care oregon city
Location Name,hospital san antonio inc
Location Name,powell valley hospital
Location Name,lutheran clinic weight loss center
Location Name,wellspan center for mindbody health
Location Name,oss orthopaedic hospital
Location Name,va montana healthcare system
Location Name,sunny clinic 1
Location Name,intermountain senior clinic murray
Location Name,wellspan pharmacy at wellspan good samaritan hospital
Location Name,norton childrens medical group russell
Location Name,emanate health intercommunity hospital
Location Name,norton behavioral medicine
Location Name,crossridge community hospital
Location Name,beaumont midway internal medicine rochester hill
Location Name,utah valley clinic radiation oncology
Location Name,spectrum health vascular neurology fellowship
Location Name,mercyhealth eye centerrockton avenue
Location Name,genoa community hospital
Location Name,aya locum
Location Name,pomerene hospital
Location Name,wellspan health surgery center
Location Name,doheny eye center ucla pasadena
Location Name,manistee pediatrics
Location Name,terrell state hospital
Location Name,emory at sugarloaf
Location Name,river road clinic draw station
Location Name,baptist health richmond pharmacy
Location Name,utah valley clinic
Location Name,tooele valley dialysis center
Location Name,novant health mint hill medical center
Location Name,bear river valley hospital medical record
Location Name,sleepy eye medical center
Location Name,beaumont kabbani cardiology canton
Location Name,scl health medical group infectious disease
Location Name,corewell health grand rapid hospital laboratory 426 michigan st ne
Location Name,haven behavioral hospital of philadelphia
Location Name,unitypoint clinic internal medicine ankeny prairie trail
Location Name,jackson healthcare center
Location Name,southwestern medical center
Location Name,spectrum health big rapid hospital emergency department
Location Name,norton community medical associate lagrange
Location Name,ssm health st marys hospital madison
Location Name,scl health medical group broadwater
Location Name,bear river valley hospital lactation clinic
Location Name,spectrum health surgical optimization center at grand haven
Location Name,providence ear nose throat walla walla
Location Name,scl health medical group center for brain and spine
Location Name,aspire hospital
Location Name,winfield specialist
Location Name,gettysburg education center
Location Name,meyer center outpatient rehabilitation and sport medicine
Location Name,usf health department of dermatology and subcutaneous surgery
Location Name,corewell health womens health grand haven
Location Name,geisinger lewistown lab
Location Name,hackensack meridian health urgent care with behavioral health neptune
Location Name,st joseph heritage medical group orange 845 la veta
Location Name,waverly health center
Location Name,scl health medical group lung sleep center
Location Name,providence medical plaza wilsonville
Location Name,mclaren thumb region
Location Name,summa health system barberton campus parkview pavilion
Location Name,shmg cardiothoracic surgery icu
Location Name,beaumont interhealth travel medicine royal oak
Location Name,cooperman barnabas medical center
Location Name,utah valley hospital cancer education center
Location Name,holy redeemer hospital and medical center
Location Name,spectrum health pennock endoscopy
Location Name,university mcduffie county regional medical center
Location Name,rockhill orthopaedic specialist lee summit
Location Name,unitypoint health family medicine vinton
Location Name,ohio county hospital
Location Name,osf healthcare cancer institute
Location Name,va central iowa healthcare system
Location Name,baystate midwifery and womens health springfield plainfield street
Location Name,cassia regional hospital medical record
Location Name,houston methodist baytown hospital
Location Name,corewell health pediatric infectious disease 35 michigan st ne
Location Name,newberry county memorial hospital
Location Name,corewell health anticoagulation clinic bradford
Location Name,putnam county hospital
Location Name,alta view hospital admitting
Location Name,pasadena primary care
Location Name,fauquier hospital
Location Name,john f kennedy memorial hospital
Location Name,empire pharmacy
Location Name,south cache valley clinic
Location Name,urologic consultant pc ionia
Location Name,providence laboratory medford
Location Name,premier cardiovascular institute in troy
Location Name,providence worker rehabilitation portland
Location Name,spaulding rehabilitation outpatient center south shore ymca quincy
Location Name,patterson primary care clinic
Location Name,vaughan regional medical center parkway campus
Location Name,roxborough internal medicine
Location Name,osf healthcare st francis hospital medical group outpatient lab
Location Name,wellspan imaging washington street health center
Location Name,scl health medical group firestone
Location Name,geisinger kulpmont
Location Name,unitypoint health blank childrens gastroenterology
Location Name,deer lodge medical center
Location Name,providence cardiology monroe
Location Name,riverton hospital patient account service
Location Name,sonoma valley hospital
Location Name,laboratory south kansa city medical pavilion
Location Name,st vincents chilton
Location Name,m health fairview bethesda hospital
Location Name,ascension se wisconsin hospital
Location Name,intermountain homecare equipment richfield
Location Name,norton arm and hand institute st matthew
Location Name,candela clinic primary care
Location Name,brown county hospital
Location Name,four winds of saratoga
Location Name,central maine family practice
Location Name,providence childrens hospital developmental pediatrics
Location Name,honorhealth medical group urgent care west bell road
Location Name,hmh ocean medical center brick
Location Name,shenandoah memorial hospital
Location Name,pain management center at wellspan gettysburg hospital
Location Name,trinity health medical group critical care grand rapid hospital
Location Name,intermountain health heart vascular east crossroad
Location Name,cottonwood medical clinic lab
Location Name,greater cardiology
Location Name,adventist health castle
Location Name,union health service inc
Location Name,norton pulmonary specialist mt washington
Location Name,st joseph health medical group sonoma santa rosa cardiology
Location Name,spanish fork instacare
Location Name,osf pain center
Location Name,einstein primary medicine at mayfair
Location Name,manti family clinic
Location Name,cicero va pharmacy
Location Name,spectrum health hospital outpatient rehabilitation at 4600 breton road
Location Name,doylestown health cardiology at rockledge in partnership with redeemer health
Location Name,adena home care
Location Name,corewell health psychiatric outpatient 75 sheldon blvd se
Location Name,unitypoint health st luke breast and bone health marion
Location Name,corewell health beaumont grosse pointe hospital mobile mri 21400 e 11 mile rd
Location Name,ascension saint thomas hospital
Location Name,lds hospital imaging
Location Name,emory vein center john creek
Location Name,scheurer hospital
Location Name,outpatient surgery at southwest ohio surgery center a department of atrium medical center
Location Name,baptist health louisville cardiology outpatient diagnostics
Location Name,spectrum health hospital betty ford breast care service south pavilion
Location Name,scott county hospital
Location Name,geisinger medical lab viewmont
Location Name,shmg sleep medicine hastings
Location Name,geisinger susquehanna university lab
Location Name,corewell health zeeland hospital surgery
Location Name,honorhealth heart care heart and lung surgery deer valley
Location Name,st george regional hospital sandstone cafe
Location Name,baptist health floyd pharmacy
Location Name,kosciusko community hospital
Location Name,summa health womens health center maternal fetal medicine
Location Name,traverse heart vascular
Location Name,franciscan health michigan city
Location Name,wellspan lab service fairfield
Location Name,baystate high street health center
Location Name,illinois pathologist service llc
Location Name,bellin health bellevue
Location Name,uhbh ccbho psychiatry
Location Name,unitypoint health family medicine state center
Location Name,socorro general hospital
Location Name,norton childrens medical group novak center
Location Name,honorhealth concierge medicine at carefree
Location Name,baylor scott white medical center grapevine
Location Name,coxhealth community pharmacy north
Location Name,hackensack meridian health cardiology edison
Location Name,vascular ultrasound bayfront
Location Name,mercy hospital aurora
Location Name,belton regional medical center
Location Name,hca florida st petersburg hospital
Location Name,adena dermatology
Location Name,ascension st vincent hospital
Location Name,assurance health psychiatric hospital
Location Name,jefferson medical center
Location Name,baptist health medical group family medicine
Location Name,jared neuroscience center
Location Name,geisinger lewistown hospital emergency department
Location Name,osf saint james pain psychology clinic
Location Name,advocate illinois masonic medical center
Location Name,2020 santa monica dermatology
Location Name,goleta primary specialty care
Location Name,alderfer travis cariology pc
Location Name,summa health tallmadge urgent care
Location Name,norton orthopedic institute bullitt county
Location Name,licking memorial hospital
Location Name,va central alabama healthcare system montgomery
Location Name,pender community hospital
Location Name,st mary high desert medical group victorville family medicine
Location Name,susan king associate at rocky hill
Location Name,big horn hospital
Location Name,west end clinic internal medicine
Location Name,norton surgical specialist colorectal health st matthew
Location Name,shorepoint health punta gorda
Location Name,brigham and womens fish center for womens health
Location Name,st joseph hospital
Location Name,guilford specialist
Location Name,norton neuroscience institute headache center st matthew
Location Name,rockhill orthopedic specialist shoal creek
Location Name,wellspan urgent orthopedics
Location Name,fairmount behavioral health system
Location Name,geisinger cancer center lewisburg
Location Name,emory outpatient rehabilitation clinic
Location Name,wellspan meadowbrook health center
Location Name,mercy hospital washington
Location Name,intermountain vascular and vein st george
Location Name,morgan county arh lab
Location Name,medical art building lab
Location Name,baystate health wellness center greenfield
Location Name,corewell health beaumont troy hospital rehabilitation sterling height
Location Name,corewell health pennock hospital wound care
Location Name,tidalhealth nanticoke inc
Location Name,unitypoint health st luke wound hyperbaric center
Location Name,north county hospice healdsburg
Location Name,southwest orthopedics
Location Name,st lukes mccall
Location Name,mariah mooney treatment center of daphne
Location Name,saint luke convenient care hyvee 3rd st 50 highway
Location Name,osf saint elizabeth outpatient lab
Location Name,harlem hospital center
Location Name,scenic mountain medical center a steward family h
Location Name,highland district hospital
Location Name,st jude heritage medical group urgent care
Location Name,ronald reagan ucla medical center outpatient pharmacy
Location Name,cassia regional hospital diabetes management clinic
Location Name,corewell health farmington hill hospital laboratory 28080 grand river ave
Location Name,wellspan infectious disease specialist lebanon
Location Name,christus santa rosa hospital san marcos
Location Name,va pittsburgh healthcare system univ dr
Location Name,rolling hills hospital llc
Location Name,shmg bariatric surgery fremont
Location Name,anaheim community hospital llc
Location Name,munson healthcare home medical equipment gaylord cpap and respiratory
Location Name,lebanon county crisis intervention and referral service
Location Name,robert morale dialysis specialist at leeds
Location Name,providence mission hospital
Location Name,lourdes medical center
Location Name,tuscaloosa partner
Location Name,geisinger wilkes barre addiction medicine
Location Name,providence urology
Location Name,alta view mammography
Location Name,corewell health foot ankle lakewood
Location Name,shmg family medicine campustowne
Location Name,walter b jones center lakeside psychiatric hospita
